,Date,Close,Total Returns Index,Low,High,EMA200,SMA10,BB_lower,Open,BB_upper,EMA10,next_day_close
33,2005-02-21,2043.2,2377.88,2039.9,2065.75,1835.9706126066897,2068.82,1941.9631718933808,2055.15,2145.4918281066166,2060.192319656804,2058.4
34,2005-02-22,2058.4,2395.57,2036.6,2061.65,1838.1838403419467,2069.1449999999995,1970.29304106856,2043.4,2132.101958931438,2059.866443355567,2057.1
35,2005-02-23,2057.1,2394.06,2051.35,2065.15,1840.3621105873003,2067.854999999999,1997.9044914387675,2058.7,2117.01550856123,2059.363453654554,2055.3
36,2005-02-24,2055.3,2391.96,2052.4,2070.5,1842.5007960540936,2067.05,2025.765593848655,2057.75,2099.184406151343,2058.624643899181,2060.9
37,2005-02-25,2060.9,2398.65,2051.2,2081.85,1844.6739224615155,2064.9349999999995,2038.0232183010176,2057.3,2092.18678169898,2059.038345008421,2103.25
38,2005-02-28,2103.25,2447.94,2047.7,2106.2,1847.2468187554307,2065.4349999999995,2035.886279785755,2061.2,2098.8887202142428,2067.076827734162,2084.4
39,2005-03-01,2084.4,2426.0,2073.8,2115.1,1849.6065519021429,2064.88,2036.477450311396,2103.1,2100.752549688602,2070.2264954188604,2093.25
40,2005-03-02,2093.25,2436.3,2080.55,2096.35,1852.03086481854,2067.325,2037.743485758028,2084.6,2103.5865142419707,2074.412587160886,2128.85
41,2005-03-03,2128.85,2477.74,2093.35,2132.75,1854.7852840740763,2074.0199999999995,2031.6490252617548,2093.4,2114.620974738244,2084.310298586179,2148.15
42,2005-03-04,2148.15,2500.2,2129.1,2152.75,1857.7043359738368,2083.28,2023.7997646426024,2129.1,2129.4902353573966,2095.9175170250555,2160.1
43,2005-03-07,2160.1,2514.11,2143.05,2166.85,1860.713248053699,2094.97,2018.788115272752,2148.25,2145.001884727247,2107.5870593841364,2168.95
44,2005-03-08,2168.95,2524.41,2154.0,2173.85,1863.7802804113733,2106.024999999999,2015.2964801646488,2160.65,2159.873519835349,2118.7439576779298,2160.8
45,2005-03-09,2160.8,2514.92,2141.35,2183.45,1866.735700506783,2116.3949999999995,2013.681233517324,2169.1,2170.5687664826746,2126.390510827397,2167.4
46,2005-03-10,2167.4,2522.61,2145.75,2170.2,1869.7273850788547,2127.605,2013.58488554962,2160.85,2181.070114450379,2133.846781586052,2154.0
47,2005-03-11,2154.0,2507.01,2148.7,2182.1,1872.5559683119009,2136.9149999999995,2013.995537215575,2167.7,2187.8544627844235,2137.511003115861,2146.35
48,2005-03-14,2146.35,2498.11,2140.9,2164.15,1875.2802870351647,2141.2249999999995,2014.196109700106,2153.8,2192.463890299892,2139.118093458432,2128.95
49,2005-03-15,2128.95,2477.85,2122.0,2151.35,1877.804363781084,2145.6799999999994,2015.697008310796,2146.55,2194.8629916892028,2137.2693491932623,2125.55
50,2005-03-16,2125.55,2474.35,2121.1,2158.9,1880.2694944897305,2148.909999999999,2019.7493876800768,2129.35,2196.485612319922,2135.138558430851,2098.5
51,2005-03-17,2098.5,2442.86,2090.45,2126.55,1882.440942305753,2145.874999999999,2024.0009149894047,2123.95,2195.8940850105937,2128.4770023525143,2109.15
52,2005-03-18,2109.15,2455.26,2077.2,2112.25,1884.6967538250988,2141.9749999999995,2030.369397207697,2097.75,2194.8856027923016,2124.9630019247843,2096.6
53,2005-03-21,2096.6,2440.65,2089.35,2124.8,1886.8052438367893,2135.624999999999,2038.9743680216257,2117.95,2191.620631978373,2119.806092483914,2061.6
54,2005-03-22,2061.6,2399.9,2056.5,2099.0,1888.544495141896,2124.889999999999,2039.6001518062285,2096.75,2191.3148481937696,2109.223166577748,2026.4
55,2005-03-23,2026.4,2358.93,2019.85,2067.45,1889.916191707648,2111.45,2032.3747196807992,2061.2,2195.4702803191994,2094.1644090181576,2015.4
56,2005-03-24,2015.4,2346.12,2007.35,2042.45,1891.1647868150344,2096.249999999999,2023.112312813396,2026.6,2200.7426871866023,2079.8436073784924,2029.45
57,2005-03-28,2029.45,2362.48,2015.25,2046.85,1892.540759085532,2083.794999999999,2016.984807218816,2015.75,2203.7251927811817,2070.681133309676,1983.85
58,2005-03-29,1983.85,2309.39,1971.55,2032.65,1893.4493087463725,2067.544999999999,1995.9136392636613,2029.4,2212.8563607363367,2054.893654526098,1993.7
59,2005-03-30,1993.7,2320.86,1971.15,2000.45,1894.446828062329,2054.0199999999995,1981.2999051033685,1983.65,2218.4000948966286,2043.767535521353,2035.65
60,2005-03-31,2035.65,2369.69,1994.5,2043.6,1895.851834748276,2045.0299999999995,1975.1645674446304,1994.5,2218.7754325553665,2042.291619972016,2067.65
61,2005-04-01,2067.65,2406.95,2024.25,2071.2,1897.5612692283923,2041.945,1972.3872671473016,2035.9,2215.432732852696,2046.9022345225587,2063.4
62,2005-04-04,2063.4,2402.0,2054.9,2076.6,1899.2114058529853,2037.37,1970.1161305544747,2067.65,2209.228869445523,2049.90182824573,2052.55
63,2005-04-05,2052.55,2389.37,2043.7,2077.95,1900.7371630086773,2032.965,1968.2705848970447,2063.2,2200.319415102953,2050.3833140192337,2069.3
64,2005-04-06,2069.3,2408.87,2051.3,2073.1,1902.414405167795,2033.735,1969.88654386992,2054.0,2188.7384561300787,2053.8227114702822,2052.85
65,2005-04-07,2052.85,2389.72,2048.05,2084.9,1903.911276758165,2036.38,1970.6216405813884,2069.15,2177.2083594186097,2053.6458548393216,2031.2
66,2005-04-08,2031.2,2364.51,2024.8,2057.5,1905.1778312182828,2037.96,1971.7056346981703,2053.05,2162.504365301827,2049.564790323081,2008.2
67,2005-04-11,2008.2,2337.74,2001.85,2033.0,1906.202927425066,2035.835,1969.9691648155729,2032.75,2149.6608351844243,2042.0439193552488,2024.95
68,2005-04-12,2024.95,2357.24,2002.75,2027.8,1907.38449033626,2039.945,1972.072808282216,2002.75,2135.4171917177814,2038.9359340179308,2025.45
69,2005-04-13,2025.45,2357.82,2018.1,2038.85,1908.559271526944,2043.12,1973.7890706130245,2024.9,2123.3509293869733,2036.483946014671,1956.3
70,2005-04-15,1956.3,2277.32,1952.75,2022.5,1909.0343036510533,2035.1849999999995,1963.7969615732216,2022.5,2116.418038426776,2021.905046739276,1927.8
71,2005-04-18,1927.8,2244.15,1914.85,1959.25,1909.221026997809,2021.2,1945.708820396907,1955.5,2117.4361796030907,2004.795038241226,1909.4
72,2005-04-19,1909.4,2222.73,1902.8,1961.15,1909.2228078237013,2005.7999999999995,1928.0160890306624,1927.9,2115.153910969335,1987.4504858337305,1929.7
73,2005-04-20,1929.7,2246.36,1902.9,1941.85,1909.4265609796848,1993.515,1918.1626336082752,1908.5,2108.317366391722,1976.9503975003247,1948.55
74,2005-04-21,1948.55,2268.3,1911.4,1950.0,1909.815848930136,1981.44,1911.2489102501856,1930.5,2103.926089749812,1971.786688863902,1967.35
75,2005-04-22,1967.35,2290.19,1950.0,1972.95,1910.3883280452585,1972.89,1907.170729110688,1950.6,2102.099270889309,1970.9800181613743,1970.95
76,2005-04-25,1970.95,2294.38,1952.4,1974.2,1910.9909317463007,1966.865,1904.0088167610536,1968.45,2100.816183238944,1970.974560313852,1957.1
77,2005-04-26,1957.1,2278.25,1951.8,1972.85,1911.4497284453423,1961.7549999999992,1899.319480901138,1971.05,2098.2705190988595,1968.4519129840603,1935.4
78,2005-04-27,1935.4,2252.99,1930.35,1962.2,1911.6880396050904,1952.7999999999995,1893.265664751384,1959.45,2099.479335248614,1962.442474259686,1941.3
79,2005-04-28,1941.3,2259.86,1921.05,1950.25,1911.982685977179,1944.384999999999,1887.8812126980097,1935.65,2099.6237873019886,1958.598388030652,1902.5
80,2005-04-29,1902.5,2214.96,1896.3,1943.2,1911.888330892829,1939.0049999999992,1875.9835068951727,1943.2,2098.2064931048253,1948.398681115988,1916.75
81,2005-05-02,1916.75,2231.6,1898.15,1925.6,1911.936705709816,1937.8999999999992,1870.876553381312,1903.1,2088.223446618686,1942.644375458536,1920.7
82,2005-05-03,1920.7,2236.2,1911.0,1940.1,1912.023902667927,1939.0299999999995,1868.0464937350005,1916.95,2076.7835062649965,1938.6544890115288,1942.6
83,2005-05-04,1942.6,2261.69,1920.15,1944.45,1912.328142442376,1940.319999999999,1868.6049459949747,1920.5,2065.230054005022,1939.3718546457967,1963.3
84,2005-05-05,1963.3,2286.03,1942.05,1973.35,1912.8353251046403,1941.794999999999,1875.25095395934,1942.6,2047.984046040657,1943.7224265283792,1977.5
85,2005-05-06,1977.5,2302.56,1947.3,1984.4,1913.4787547055887,1942.809999999999,1881.7699040484915,1962.3,2033.9300959515056,1949.8638035232195,2000.75
86,2005-05-09,2000.75,2329.63,1978.05,2003.15,1914.3471253055336,1945.789999999999,1885.116921607544,1978.05,2027.538078392454,1959.1158392462703,1994.3
87,2005-05-10,1994.3,2322.12,1989.1,2007.8,1915.1426762975184,1949.509999999999,1886.211715828518,2001.0,2025.05328417148,1965.512959383312,1985.95
88,2005-05-11,1985.95,2312.46,1975.05,1991.85,1915.8472267821203,1954.5649999999991,1890.2247796266247,1990.55,2017.1402203733728,1969.2287849499824,1993.15
89,2005-05-12,1993.15,2323.33,1981.95,1999.85,1916.616408605184,1959.7499999999995,1894.6404046966352,1985.95,2009.4945953033632,1973.5780967772585,1988.3
90,2005-05-13,1988.3,2317.68,1978.9,1992.75,1917.329678171301,1968.3299999999992,1894.114101482508,1992.5,2013.22089851749,1976.2548064541209,2012.6
91,2005-05-16,2012.6,2346.0,1989.7,2014.95,1918.2776415725816,1977.914999999999,1894.3820777268152,1991.5,2021.4329222731824,1982.8630234624625,1990.8
92,2005-05-17,1990.8,2320.59,1984.75,2024.6,1918.9992570793224,1984.9249999999988,1901.02663884952,2013.1,2022.9283611504784,1984.306110105651,1982.75
93,2005-05-18,1982.75,2311.21,1964.65,1990.95,1919.633592829777,1988.9399999999991,1904.9240840453583,1990.65,2024.33591595464,1984.0231809955328,1990.85
94,2005-05-19,1990.85,2320.65,1983.15,2008.35,1920.3422137966447,1991.694999999999,1906.4732163862348,1983.15,2027.0167836137632,1985.2644208145264,1992.4
95,2005-05-20,1992.4,2322.46,1975.95,1998.2,1921.0592066941904,1993.184999999999,1906.6951715370008,1991.85,2029.2998284629973,1986.561798848249,2013.9
96,2005-05-23,2013.9,2347.52,1991.7,2019.35,1921.982995682308,1994.4999999999995,1905.6531950944168,1992.1,2034.636804905581,1991.53238087584,2028.6
97,2005-05-24,2028.6,2364.65,2009.55,2031.9,1923.043861396912,1997.9299999999992,1904.7458497697933,2016.0,2042.6941502302047,1998.271947989324,2043.85
98,2005-05-25,2043.85,2382.43,2019.0,2047.45,1924.245912527291,2003.719999999999,1906.137169544057,2028.55,2052.1478304559414,2006.5588665367195,2074.7
99,2005-05-26,2074.7,2418.7,2025.65,2078.65,1925.7429681240344,2011.8749999999989,1904.0099396795017,2043.5,2067.615060320496,2018.9481635300435,2076.4
100,2005-05-27,2076.4,2420.68,2069.5,2099.35,1927.2420430680736,2020.684999999999,1913.00736947873,2073.25,2076.007630521268,2029.3939519791263,2072.4
101,2005-05-30,2072.4,2416.07,2064.85,2086.85,1928.686400848491,2026.6649999999995,1922.2637255647496,2076.55,2082.3162744352485,2037.213233437467,2087.55
102,2005-05-31,2087.55,2433.73,2066.55,2091.75,1930.2671331783567,2036.34,1931.5864167638128,2072.5,2089.6785832361857,2046.365372812473,2087.55
103,2005-06-01,2087.55,2434.11,2081.2,2097.6,1931.832136828324,2046.82,1938.5342099417,2087.8,2097.2257900582995,2053.853486846569,2064.65
104,2005-06-02,2064.65,2407.41,2062.55,2093.45,1933.153707606151,2054.2,1945.263991615167,2087.85,2100.631008384832,2055.816489238102,2094.25
105,2005-06-03,2094.25,2441.92,2061.35,2097.25,1934.7566557891744,2064.385,1948.1491760755223,2064.1,2109.4208239244767,2062.80440028572,2092.35
106,2005-06-04,2092.35,2439.7,2087.0,2098.1,1936.3247487663969,2072.229999999999,1949.2868214993923,2094.1,2117.4431785006063,2068.1763275064977,2092.8
107,2005-06-06,2092.8,2440.23,2087.4,2109.1,1937.8817164403629,2078.649999999999,1952.421457448144,2092.0,2124.158542551855,2072.6533588689526,2098.15
108,2005-06-07,2098.15,2449.67,2084.35,2102.85,1939.4764257295133,2084.0799999999995,1957.782249216698,2091.95,2130.0177507833014,2077.28911180187,2112.4
109,2005-06-08,2112.4,2466.31,2094.05,2115.25,1941.19705830932,2087.8499999999995,1962.127678663339,2094.7,2137.59732133666,2083.672909656076,2103.2
110,2005-06-09,2103.2,2455.56,2097.55,2118.65,1942.809027878381,2090.53,1969.7217137779296,2112.25,2141.4932862220685,2087.2232897186072,2090.6
111,2005-06-10,2090.6,2440.85,2086.3,2133.1,1944.2795848149144,2092.3499999999995,1974.7107177793416,2103.45,2144.3042822206567,2087.837237042497,2102.75
112,2005-06-13,2102.75,2455.04,2081.7,2106.65,1945.8564048665075,2093.8699999999994,1984.5134067660745,2090.7,2145.6965932339235,2090.5486484893154,2112.35
113,2005-06-14,2112.35,2466.25,2098.7,2113.85,1947.5130575544028,2096.3499999999995,1997.9847819298195,2103.65,2145.185218070179,2094.512530582167,2128.65
114,2005-06-15,2128.65,2485.28,2110.35,2131.95,1949.3154151906767,2102.749999999999,2010.8380389507608,2110.5,2146.1119610492383,2100.719343203591,2123.7
115,2005-06-16,2123.7,2480.18,2114.55,2135.1,1951.05058518878,2105.695,2027.3369619518949,2128.3,2142.7430380481032,2104.897644439301,2123.4
116,2005-06-17,2123.4,2481.23,2103.9,2131.75,1952.7655047391409,2108.8,2040.59650543146,2123.6,2140.433494568538,2108.261709086701,2144.35
117,2005-06-20,2144.35,2505.71,2124.65,2150.25,1954.671818124821,2113.9549999999995,2049.7104032990737,2130.8,2142.894596700924,2114.8232165254826,2170.0
118,2005-06-21,2170.0,2535.68,2140.15,2173.25,1956.8143870987035,2121.1399999999994,2052.1352875195635,2144.75,2153.084712480435,2124.8553589753947,2187.35
119,2005-06-22,2187.35,2555.96,2167.35,2196.45,1959.1082737942384,2128.635,2047.4052065446065,2167.8,2169.0797934553925,2136.2180209798685,2183.85
120,2005-06-23,2183.85,2552.83,2174.05,2192.1,1961.344509875888,2136.699999999999,2046.33772969279,2187.35,2180.892270307208,2144.8783808017106,2194.35
121,2005-06-24,2194.35,2565.1,2162.95,2204.45,1963.6629724641875,2147.074999999999,2046.6275776494213,2184.0,2192.797422350576,2153.873220655945,2199.8
122,2005-06-27,2199.8,2571.47,2188.15,2219.65,1966.012594628723,2156.779999999999,2046.0071489197508,2194.35,2204.642851080247,2162.223544173046,2169.85
123,2005-06-28,2169.85,2536.46,2165.9,2206.8,1968.0408275179896,2162.529999999999,2049.849211588327,2199.8,2209.0307884116705,2163.6101725052195,2191.65
124,2005-06-29,2191.65,2566.03,2162.0,2194.25,1970.2657944083576,2168.829999999999,2057.637126732339,2170.2,2213.9428732676583,2168.708322958816,2220.6
125,2005-06-30,2220.6,2599.93,2189.45,2226.15,1972.756682026185,2178.5199999999986,2058.192892958148,2191.55,2226.0221070418493,2178.1431733299405,2211.9
126,2005-07-01,2211.9,2589.74,2198.9,2220.55,1975.136217528412,2187.3699999999985,2062.1910182550896,2220.45,2233.978981744908,2184.280778179042,2230.65
127,2005-07-04,2230.65,2611.69,2211.4,2232.2,1977.6786432246467,2195.999999999999,2065.87161088491,2212.05,2244.083389115088,2192.7115457828527,2210.75
128,2005-07-05,2210.75,2588.39,2205.1,2238.6,1979.997761202511,2200.074999999999,2072.350413740646,2231.2,2248.864586259351,2195.991264731425,2228.2
129,2005-07-06,2228.2,2609.34,2211.3,2232.65,1982.4674352203965,2204.159999999999,2076.374317013629,2211.35,2256.4206829863674,2201.8473984166203,2179.4
130,2005-07-07,2179.4,2552.27,2171.25,2235.8,1984.4269632281528,2203.7149999999992,2084.877919695208,2228.3,2255.537080304789,2197.766053249962,2196.2
131,2005-07-08,2196.2,2571.95,2179.05,2210.7,1986.5341576238927,2203.9,2097.7875973295786,2183.55,2253.187402670418,2197.481316295424,2218.85
132,2005-07-11,2218.85,2598.47,2195.55,2224.65,1988.845758045546,2205.8049999999994,2109.0401970955977,2195.55,2253.5448029044,2201.3665315144376,2220.8
133,2005-07-12,2220.8,2601.07,2191.7,2233.2,1991.153760453053,2210.9,2119.8993124708736,2219.1,2253.530687529124,2204.8998894209035,2204.05
134,2005-07-13,2204.05,2581.46,2200.05,2234.15,1993.2721309958088,2212.1399999999994,2128.8954221479703,2221.45,2252.0745778520272,2204.7453640716485,2185.1
135,2005-07-14,2185.1,2559.47,2178.6,2212.55,1995.180866010776,2208.5899999999992,2139.9888829110496,2204.4,2247.1211170889483,2201.173479694985,2212.55
136,2005-07-15,2212.55,2591.62,2181.85,2216.5,1997.3437429658925,2208.655,2154.6804232555537,2185.1,2241.344576744444,2203.2419379322605,2234.0
137,2005-07-18,2234.0,2618.41,2212.95,2248.7,1999.6985315930976,2208.989999999999,2164.019229702463,2212.95,2240.970770297535,2208.834312853668,2237.3
138,2005-07-19,2237.3,2622.28,2227.2,2246.7,2002.0627253085893,2211.644999999999,2167.5692099848475,2234.25,2244.150790015151,2214.009892334819,2241.9
139,2005-07-20,2241.9,2628.52,2236.9,2252.0,2004.4491658527825,2213.014999999999,2168.24298519332,2236.9,2248.932014806679,2219.080821001216,2230.5
140,2005-07-21,2230.5,2615.28,2221.2,2251.85,2006.698427884098,2218.124999999999,2171.176316225256,2240.95,2250.6636837747424,2221.1570353646307,2265.6
141,2005-07-22,2265.6,2656.43,2223.15,2268.55,2009.2745629300275,2225.0649999999987,2168.964786140604,2231.0,2260.000213859394,2229.2375743892435,2291.75
142,2005-07-25,2291.75,2687.09,2266.65,2293.95,2012.085263796395,2232.3549999999987,2163.0598928955988,2266.65,2275.1001071044,2240.6034699548354,2303.15
143,2005-07-26,2303.15,2700.46,2279.8,2307.1,2014.981430325784,2240.5899999999992,2163.3799625192,2289.25,2288.1100374808,2251.975566326684,2319.1
144,2005-07-27,2319.1,2719.16,2292.85,2324.0,2018.007485745428,2252.094999999999,2159.7469239695274,2304.25,2304.488076030472,2264.180008812741,2312.3
145,2005-07-29,2312.3,2711.24,2280.85,2332.55,2020.9357694693545,2264.814999999999,2156.6229927900786,2318.05,2316.7820072099203,2272.9290981195154,2318.05
146,2005-08-01,2318.05,2717.98,2294.25,2329.9,2023.892129972147,2275.364999999999,2155.4045752277266,2312.05,2328.615424772272,2281.132898461421,2353.65
147,2005-08-02,2353.65,2759.72,2319.75,2357.15,2027.173302808245,2287.329999999999,2149.0837788367608,2321.9,2347.236221163238,2294.31782601389,2357.0
148,2005-08-03,2357.0,2763.65,2345.2,2377.0,2030.455160491745,2299.3,2147.345100720336,2359.1,2363.599899279663,2305.714584920456,2367.8
149,2005-08-04,2367.8,2777.66,2352.05,2377.35,2033.8118255614784,2311.889999999999,2144.6756411737497,2357.75,2380.22935882625,2317.0028422076457,2361.2
150,2005-08-05,2361.2,2769.92,2355.95,2377.1,2037.0694193369864,2324.959999999999,2152.750470490498,2367.35,2390.3345295095005,2325.0386890789828,2324.4
151,2005-08-08,2324.4,2727.9,2320.05,2386.95,2039.928430089852,2330.8399999999992,2162.3208500291653,2361.95,2393.5841499708345,2324.922563791895,2318.7
152,2005-08-09,2318.7,2721.21,2303.1,2342.2,2042.70227655662,2333.5349999999994,2169.3473376121624,2324.75,2396.542662387837,2323.7911885570047,2360.15
153,2005-08-10,2360.15,2769.86,2322.05,2364.8,2045.860960371977,2339.235,2175.3264324569373,2322.3,2404.4985675430617,2330.40188154664,2380.9
154,2005-08-11,2380.9,2795.89,2355.5,2387.3,2049.194682159321,2345.415,2184.744128150084,2358.9,2412.765871849916,2339.5833576290693,2361.55
155,2005-08-12,2361.55,2773.66,2356.9,2390.45,2052.302695272163,2350.34,2203.2113969062543,2381.05,2411.9436030937454,2343.577292605602,2369.8
156,2005-08-16,2369.8,2783.35,2356.85,2379.4,2055.461872433634,2355.515,2217.3926104377097,2361.65,2413.487389562289,2348.3450575864017,2403.15
157,2005-08-17,2403.15,2822.69,2357.5,2406.25,2058.921455792504,2360.465,2226.228223996873,2369.8,2421.566776003127,2358.3095925706925,2388.45
158,2005-08-18,2388.45,2805.73,2380.7,2426.65,2062.2003467796426,2363.61,2238.4797134987866,2404.65,2424.4302865012123,2363.7896666487486,2383.45
159,2005-08-19,2383.45,2800.08,2378.45,2409.35,2065.3968607420343,2365.175,2252.621404820227,2400.8,2424.443595179772,2367.3642727126125,2367.85
160,2005-08-22,2367.85,2781.76,2355.75,2403.45,2068.4063447147505,2365.84,2274.479163851591,2383.45,2416.320836148408,2367.452586764865,2326.1
161,2005-08-23,2326.1,2732.71,2320.35,2380.5,2070.970460687738,2366.01,2286.829119456028,2369.55,2410.02088054397,2359.9339346257984,2322.5
162,2005-08-24,2322.5,2728.48,2300.45,2334.9,2073.473242173432,2366.3899999999994,2292.720846678391,2326.1,2407.2041533216075,2353.127764693835,2354.55
163,2005-08-25,2354.55,2766.26,2320.7,2359.2,2076.270025833398,2365.829999999999,2299.4654266400894,2323.1,2405.5995733599093,2353.38635293132,2357.05
164,2005-08-26,2357.05,2769.19,2340.2,2368.05,2079.0638564221204,2363.444999999999,2303.614181596848,2354.6,2405.2458184031507,2354.052470580171,2337.65
165,2005-08-29,2337.65,2746.4,2312.6,2365.85,2081.636852875632,2361.0549999999994,2307.978033584441,2359.2,2403.416966415557,2351.070203201958,2367.75
166,2005-08-30,2367.75,2782.13,2337.75,2373.8,2084.483749861944,2360.8499999999995,2313.483145698398,2337.8,2402.881854301601,2354.1028935288746,2384.65
167,2005-08-31,2384.65,2801.99,2355.0,2387.0,2087.4704787190385,2358.999999999999,2313.6410769910945,2369.05,2405.823923008904,2359.656912887261,2405.75
168,2005-09-01,2405.75,2832.92,2382.9,2412.35,2090.6374391297945,2360.729999999999,2311.9436881705587,2384.7,2412.39631182944,2368.0374741804862,2415.8
169,2005-09-02,2415.8,2845.48,2396.1,2422.1,2093.8728874966623,2363.9649999999992,2309.175610392538,2406.45,2419.9643896074604,2376.7215697840343,2422.95
170,2005-09-05,2422.95,2853.9,2414.95,2439.55,2097.1472866260488,2369.4749999999995,2306.7495261789813,2417.1,2428.5654738210173,2385.12673891421,2428.65
171,2005-09-06,2428.65,2860.85,2417.0,2436.25,2100.445821087481,2379.73,2309.855117630956,2422.4,2435.884882369043,2393.0400591116263,2454.45
